title,indegree
Strategic Lazy Incremental Copy Graph Unification,13
Learning to Simplify Sentences with Quasi-Synchronous Grammar and Integer Programming,13
Unsupervised Methods For Developing Taxonomies By Combining Syntactic And Statistical Information,13
Feature Logic With Disjunctive Unification,13
Web-Scale Features for Full-Scale Parsing,13
The (Ca)T Framework In EUROTRA: A Theoretically Committed Notation For MT,13
Relating Probabilistic Grammars And Automata,13
Resolving PP Attachment Ambiguities With Memory-Based Learning,13
Statistically-Enhanced New Word Identification In A Rule-Based Chinese System,13
Automatically Acquiring Phrase Structure Using Distributional Analysis,13
MUC-7 Evaluation Of IE Technology: Overview Of Results,13
Modeling Semantic Containment and Exclusion in Natural Language Inference,13
An Empirical Study Of The Domain Dependence Of Supervised Word Disambiguation Systems,13
Using Focus To Generate Complex And Simple Sentences,13
An Analysis of Active Learning Strategies for Sequence Labeling Tasks,13
Construction Of A Bilingual Dictionary Intermediated By A Third Language,13
PageRank On Semantic Networks With Application To Word Sense Disambiguation,13
Unsupervised Learning Of Generalized Names,13
A Backoff Model For Bootstrapping Resources For Non-English Languages,13
Statistical Filtering And Subcategorization Frame Acquisition,13
A Hierarchical Pitman-Yor Process HMM for Unsupervised Part of Speech Induction,13
Joint Feature Selection in Distributed Stochastic Learning for Large-Scale Discriminative Training in SMT,13
Text-to-Text Semantic Similarity for Automatic Short Answer Grading,13
Word Sense Ambiguation: Clustering Related Senses,13
Faster and Smaller N-Gram Language Models,13
A Dynamic Language Model For Speech Recognition,13
Jointly Combining Implicit Constraints Improves Temporal Ordering,13
Donnellan's Distinction And A Computational Model Of Reference,13
References To Named Entities: A Corpus Study,13
The Lie Detector: Explorations in the Automatic Recognition of Deceptive Language,13
Recognition Of Linear Context-Free Rewriting Systems,13
Unification Categorial Grammar: A Concise Extendable Grammar For Natural Language Processing,13
Joint Decoding with Multiple Translation Models,13
Incremental Translation Utilizing Constituent Boundary Patterns,13
Searching Questions by Identifying Question Topic and Question Focus,13
Unsupervised Induction Of Stochastic Context-Free Grammars Using Distributional Clustering,13
Cross-Language Parser Adaptation between Related Languages,13
Exploiting Web-Derived Selectional Preference to Improve Statistical Dependency Parsing,13
A Geometric Approach To Mapping Bitext Correspondence,13
Convolution Kernels on Constituent Dependency and Sequential Structures for Relation Extraction,13
Pulling their Weight: Exploiting Syntactic Forms for the Automatic Identification of Idiomatic Expressions in Context,13
Description Of The LTG System Used For MUC-7,13
Bootstrapping Deep Lexical Resources: Resources For Courses,13
Expressing Rhetorical Relations In Instructional Text: A Case Study Of The Purpose Relation,13
Finding Similar Sentences Across Multiple Languages In Wikipedia,13
Statistical Properties Of Probabilistic Context-Free Grammars,13
Multi-Modal Combinatory Categorial Grammar,13
The SuperARV Language Model: Investigating The Effectiveness Of Tightly Integrating Multiple Knowledge Sources,13
An Analysis Of The AskMSR Question-Answering System,13
The HealthDoc Sentence Planner,13
Cascaded Markov Models,13
A Rich Environment For Experimentation With Unification Grammars,13
Discriminative Reordering with Chinese Grammatical Relations Features,13
Evaluating And Combining Approaches To Selectional Preference Acquisition,13
On The Semantic Interpretation Of Nominals,13
From Baby Steps to Leapfrog: How “Less is More” in Unsupervised Dependency Parsing,13
Statistical Morphological Disambiguation For Agglutinative Languages,13
Resolving Bridging References In Unrestricted Text,13
Classifying Semantic Relations In Bioscience Texts,13
Coreference Resolution Using Semantic Relatedness Information from Automatically Discovered Patterns,13
Text Simplification For Reading Assistance: A Project Note,13
Chunk-Level Reordering of Source Language Sentences with Automatically Learned Rules for Statistical Machine Translation,13
Human-Machine Problem Solving Using Spoken Language Systems (SLS): Factors Affecting Performance And User Satisfaction,13
Integrating Probabilistic Extraction Models And Data Mining To Discover Relations And Patterns In Text,13
Paraphrase Assessment in Structured Vector Space: Exploring Parameters and Datasets,13
KU: Word Sense Disambiguation by Substitution,13
Estimation Of Probabilistic Context-Free Grammars,13
PageRanking WordNet Synsets: An Application to Opinion Mining,13
High-Precision Identification Of Discourse New And Unique Noun Phrases,13
Generating Constituent Order in German Clauses,13
Choosing The Word Most Typical In Context Using A Lexical Co-Occurrence Network,13
A Computational Mechanism For Pronominal Reference,13
Interpreting Semantic Relations In Noun Compounds Via Verb Semantics,13
Parsing Spoken Language: A Semantic Caseframe Approach,13
Chinese Named Entity Identification Using Class-Based Language Model,13
MUC-5 Evaluation Metrics,13
Exploring Different Representational Units in English-to-Turkish Statistical Machine Translation,13
A Path-Based Transfer Model For Machine Translation,13
NPtool A Detector Of English Noun Phrases,13
Multilingual Dependency Parsing and Domain Adaptation using DeSR,13
Learning First-Order Horn Clauses from Web Text,13
The CMU Air Travel Information Service: Understanding Spontaneous Speech,13
K-best Spanning Tree Parsing,13
A Formal Model For Information Selection In Multi-Sentence Text Extraction,13
Entity Extraction via Ensemble Semantics,13
Syntax-Driven Learning of Sub-Sentential Translation Equivalents and Translation Rules from Parsed Parallel Corpora,13
Automatic Detection of Opinion Bearing Words and Sentences,13
Adaptive Language And Translation Models For Interactive Machine Translation,13
Parsing Three German Treebanks: Lexicalized and Unlexicalized Baselines,13
Compositional Semantics In Verbmobil,13
The Domain Dependence Of Parsing,13
From Single To Multi-Document Summarization,13
Automatic Extraction Of Named Entity Translingual Equivalence Based On Multi-Feature Cost Minimization,13
Hierarchical Clustering Of Words,13
Implementation And Conversational Environment Of ARIANE 78.4 An Integrated System For Automated Translation And Human Revision,13
Pattern Abstraction And Term Similarity For Word Sense Disambiguation: IRST At Senseval-3,13
Finite-State Phrase Parsing By Rule Sequences,13
Extracting Synchronous Grammar Rules From Word-Level Alignments in Linear Time,13
Towards A Resource For Lexical Semantics: A Large German Corpus With Extensive Semantic Annotation,13
Meteor M-BLEU and M-TER: Evaluation Metrics for High-Correlation with Human Rankings of Machine Translation Output,13
Structured Prediction Models via the Matrix-Tree Theorem,13
Triplet Lexicon Models for Statistical Machine Translation,13
ParaEval: Using Paraphrases To Evaluate Summaries Automatically,13
Classifying Chart Cells for Quadratic Complexity Context-Free Inference,13
High-Performance Language-Independent Morphological Segmentation,13
Semantic Role Chunking Combining Complementary Syntactic Views,13
Beyond Projectivity: Multilingual Evaluation of Constraints and Measures on Non-Projective Structures,13
Products of Random Latent Variable Grammars,13
Evaluation Challenges In Large-Scale Document Summarization,13
A Unified Local and Global Model for Discourse Coherence,13
Semantic Role Labeling Using Complete Syntactic Analysis,13
Automatic Evaluation of Translation Quality for Distant Language Pairs,13
Dependency Annotation Scheme for Indian Languages,13
Compositional Matrix-Space Models of Language,13
Efficient Handling of N-gram Language Models for Statistical Machine Translation,13
Discriminative Reranking For Semantic Parsing,13
Unsupervised Argument Identification for Semantic Role Labeling,13
Chunking With Maximum Entropy Models,13
Treating Coordination In Logic Grammars,13
Active Learning for Word Sense Disambiguation with Methods for Addressing the Class Imbalance Problem,13
Unification-based Multimodal Parsing,13
Semantic Transliteration of Personal Names,13
Investigations on Word Senses and Word Usages,13
Stream-based Randomised Language Models for SMT,13
Accurate Non-Hierarchical Phrase-Based Translation,13
A Survey Of Machine Translation: Its History Current Status And Future Prospects,13
A Second-Order Hidden Markov Model For Part-Of-Speech Tagging,13
BioNLP Shared Task 2011: Supporting Resources,13
Unsupervised Discovery Of Scenario-Level Patterns For Information Extraction,13
An Overview Of SURGE: A Reusable Comprehensive Syntactic Realization Component,13
A Unified Model of Phrasal and Sentential Evidence for Information Extraction,13
CommandTalk: A Spoken-Language Interface For Battlefield Simulations,13
Collective Cross-Document Relation Extraction Without Labelled Data,13
Design Of A Knowledge-Based Report Generator,13
Solving Relational Similarity Problems Using the Web as a Corpus,13
Conceptual And Linguistic Decisions In Generation,13
An Improper Treatment Of Quantification In Ordinary English,13
Generation by Inverting a Semantic Parser that Uses Statistical Machine Translation,13
Topic-Focused Multi-Document Summarization Using An Approximate Oracle Score,13
Building A Shallow Arabic Morphological Analyser In One Day,13
A New Approach For English-Chinese Named Entity Alignment,13
Learning Features That Predict Cue Usage,13
A General Abstract Model of Incremental Dialogue Processing,13
Understanding The Yarowsky Algorithm,13
Rule Filtering by Pattern for Efficient Hierarchical Translation,13
Experiments In Parallel-Text Based Grammar Induction,13
Learning Methods To Combine Linguistic Indicators: Improving Aspectual Classification And Revealing Linguistic Insights,13
An Integrated Understander,13
Better Arabic Parsing: Baselines Evaluations and Analysis,13
A Class-Based Approach To Word Alignment,12
Synchronous Tree Adjoining Machine Translation,12
Bidirectional Grammars And The Design Of Natural Language Generation Systems,12
BiTAM: Bilingual Topic AdMixture Models For Word Alignment,12
Is It Really That Difficult To Parse German?,12
Multi-Level Structured Models for Document-Level Sentiment Classification,12
Beyond Class A: A Proposal For Automatic Evaluation Of Discourse,12
Knowledge Sources For Word-Level Translation Models,12
Robust German Noun Chunking With A Probabilistic Context-Free Grammar,12
Feature Vector Quality And Distributional Similarity,12
A Simple Domain-Independent Probabilistic Approach to Generation,12
Unknown Word Extraction For Chinese Documents,12
Finding the Sources and Targets of Subjective Expressions,12
Ensemble-Based Active Learning For Parse Selection,12
Resolving Pronominal Reference To Abstract Entities,12
Language Independent Minimally Supervised Induction Of Lexical Probabilities,12
